ID,Title,Authors,Venue,Venue Acronym,Venue Type,Year,I1,I2,I3,E1,E2,E3,E4,E5,E6,Included,Notes
AWK5VSKY,Developing Environmental Education Tools Based on Geodata to Create Awareness for the Kakamega-Nandi Forests Ecosystem,"Paul, Lisa; Schaab, Gertrud",KN-Journal of Cartography and Geographic Information,,,2015,,,,x,,,,,,,Not SE related based on title.
V2N5Y6B4,Developing environmental monitoring tools from sustainability indicators in the southern Riverina,"Ridley, A. M.; Paramore, T. R.; Beverly, C. R.; Dunin, F. X.; Froelich, V. M. C.",Australian Journal of Experimental Agriculture,,,2003,,,,x,,,,,,,Not SE related based on title.
ACIXKPXL,Development and application of a framework to assess community nutritionists' use of environmental strategies to prevent obesity,"Lu, Angela H.; Dickin, Katherine; Dollahite, Jamie",Journal of nutrition education and behavior,,,2014,,,,x,,,,,,,Not SE related based on title.
FSE5R4LM,Development and Application of Computer Techniques to Environmental Studies,"Pepper, Darrell W.; Brebbia, Carlos Alberto; Zannetti, P.",,,,1998,,,,x,,,,,,,Not SE related based on title.
LCPCXVA3,Development of lidar techniques for environmental studies,"Andersson, Mats",,,,1996,,,,x,,,,,,,Not SE related based on title.
M3PE6S5M,Does a rural location matter for innovative small firms? How rural and urban environmental contexts shape strategies of agri-business innovative small firms,"Deakins, David; Bensemann, Jo",Management Decision,,,2019,,,,x,,,,,,,Not SE related based on title.
RVY8384I,"Paper is written only from the perspective of data-centers. However, on a second read I noticed all the tactics proposed in this paper are implementable by software engineers in cloud-based software systems. This paper is a duplicate of A Catalogue of Green Architectural Tactics for the Cloud published on the same year.","Pijpers, Vincent; Gordijn, Jaap",International Conference on Advanced Information Systems Engineering,,,2007,,,,x,,,,,,,Not SE related based on title.
PQNRI7UJ,E-Waste Management Strategies for Implementing Green Computing,"Mukta, Tamanna Akther; Ahmed, Iqbal",,,,,,,,x,,,,,,,Paper focuses on e-waste management from a hardware perspective.
GHJ57FXK,Economic and environmental sustainability for cloud computing systems: Strategies and Algorithms,"Paul, Debdeep",,,,2016,,,,,,x,,,,,Master Thesis.
UU987KNU,ECOTOXICOLOGICAL SOFTWARE TOOLS FOR ENVIRONMENTAL ENGINEERING.,"Iuliana, Sundri Mirela",Analele Universitatii Maritime Constanta,,,2009,,,,x,,,,,,,Not SE related based on title.
WJDYFQ4I,Editorial Recent Techniques of Green Information and Communications Technologies,"Leung, Victor CM; Dong, Yanjie; Pan, Haoyuan",IEEE Transactions on Green Communications and Networking,,,2021,,,,,x,,,,,,Editorial
VGYN7PXN,Effective computer software development strategies for the environmental market.,"Johnson, S. M.",,,,1991,,,,,,,,,x,,Paper not available
8ZAKFP8A,Effectiveness of Code Refactoring Techniques for Energy Consumption in a Mobile Environment,"Barack, Osama; Huang, L.",Proceedings of the International Conference on Software Engineering Research and Practice (SERP),,,2018,,,,,,,,,x,,Paper not available
N9B8FC6W,Empirical Analysis of Signal Quality Monitoring Techniques for GNSS Signals under Different Environmental Conditions,"Ahmad, Syed Shakaib; Khan, Abdul Malik",Proc. ICS,,,2016,,,,x,,,,,,,Not energy efficient related based on title.
IBCTP8S4,EMPIRICAL IMPLEMENTATION OF GREEN SOFTWARE AND HARDWARE TOOLS TECHNIQUES IN DATA CENTRE TO MINIMIZE ENERGY CONSUMPTION AND ENVIRONMENTAL HAZARDS,"LATHA, GB HEMA",,,,2020,,,,,,,,,x,,Paper not available
IGFB579I,Energy aware scheduling strategies for distributed computing systems,"Kaur, Nirmal; Bansal, Savina; Bansal, Rakesh",International journal of advanced research in computer science and software engineering,,,2013,,,,,,,,,x,,Paper not available
XIMFFKVP,Energy aware virtual machine migration techniques for cloud environment,"Gupta, Kamali; Katiyar, Vijay",International Journal of Computer Applications,,,2016,x,x,,,,,,,,,Proposes VM migration algorithms from the perspective of a cloud provider.
YVFDGP9B,Energy consumption analysis and energy optimization techniques of HPC applications,"Rejitha, R. S.; Bright, C. Bency; Benedict, Shajulin",2013 International Conference on Energy Efficient Technologies for Sustainability,,,2013,x,x,,x,,,,,,,"Paper provides several source code optimizations to increase the energy efficiency of application software in an HCP context. However, HCP falls outside of standard application range, so paper is not considered."
ZDZRYTDW,Energy consumption analysis of design patterns,"Litke, Andreas; Zotos, Kostas; Chatzigeorgiou, Alexander; Stephanides, George",Proceedings of the International Conference on Machine Learning and Software Engineering,,,2005,,,,x,,,,,,,"Analyses patterns on their energy efficiency, but it doesn't propose energy efficient patterns. "
WJC7DC24,ENERGY CONSUMPTION PATTERNS OF MOBILE APPLICATIONS IN ANDROID PLATFORM: A SYSTEMATIC LITERATURE REVIEW.,"AL NIDAWI, HASAN SAJID ATTA; WEI, KOH TIENG; DAWOOD, KAREEM ABBAS; KHALEEL, AMMAR",Journal of Theoretical & Applied Information Technology,,,2017,x,x,x,,,,,,,x,"Paper presents several energy efficiency tactics for smart phone applications, some of them go into improving energy efficiency from the perspective of a software developer at the application level."
ARFV5SWL,Energy consumption patterns of residential users: A study in greece,"Karananos, Aristeidis; Dimara, Asimina; Arvanitis, Konstantinos; Timplalexis, Christos; Krinidis, Stelios; Tzovaras, Dimitrios",International Conference on Computer Vision Systems,,,2019,,,,x,,,,,,,Not SE related based on title.
5IT56E4B,Energy Efficiency Analysis of Code Refactoring Techniques for Green and Sustainable Software in Portable Devices,"Şanlıalp, İbrahim; Öztürk, Muhammed Maruf; Yiğit, Tuncay",Electronics,,,2022,x,x,x,,,,,,,x,Paper proposes several source-code refactoring techniques at the application software level.
Y4Y5EQ6G,Energy Efficiency Analysis of Error Control Techniques of WSN,"Yang, Hai Bin; Yao, Wu Jun",Applied Mechanics and Materials,,,2013,x,x,,x,,,,,,,Paper is not focused on software at the application level.
8TUGLDEC,ENERGY EFFICIENCY AND SCHEDULING TECHNIQUES USING CLOUD COMPUTING METHODS WITHIN DATA CENTERS,"KRA, YAO FRANCOIS MICHAEL; BUTT, SAAD MASOOD; BAAH, NOAH KWAKU; MEMON, IMRAN; BAFFOUR, BOAFOH KYEI; MANTE, FRANCK ADDO; TEHINKE, MALO",Journal of Theoretical and Applied Information Technology,,,2019,x,x,,x,,,,,,,Paper proposes server scheduling energy saving techniques from the perspective of cloud providers.
QGSXDVVR,Energy efficiency combined SW techniques on mobiles Android OS,"Ruçi, Luan; Karçanaj, Luan; Shurdi, Olimpjon",2016 International Multidisciplinary Conference on Computer and Energy Science (SpliTech),,,2016,x,x,,x,,,,,,,"Paper focuses on OS level optimizations, mentioning that application level modifications do not significantly improve the energy efficiency of software."
M57DVCF8,Energy efficiency in big data complex systems: a comprehensive survey of modern energy saving techniques,"Majeed, Abdul; Shah, Munam Ali",Complex Adaptive Systems Modeling,,,2015,x,x,,x,,,,,,,Paper focuses on big data energy efficiency techniques from the perspective of cloud providers.
4UQ8JDWV,Energy efficiency in testing and regression testing–a comparison of dvfs techniques,"Kan, Edward YY",2013 13th International Conference on Quality Software,,,2013,x,x,,x,,,,,,,Paper reviews and proposes dvfs that use the information of specific applications in frequency selection the scheduling of software regression tests.
IQPA8RLJ,Energy efficiency of hierarchical server load distribution strategies,"von Kistowski, Jóakim; Beckett, John; Lange, Klaus-Dieter; Block, Hansfried; Arnold, Jeremy A.; Kounev, Samuel","2015 IEEE 23rd International Symposium on Modeling, Analysis, and Simulation of Computer and Telecommunication Systems",,,2015,x,x,,x,,,,,,,Paper proposes different load balancing techniques from the perspective of a cloud provider.
DF3CIY3Q,Energy Efficient Computing on Multi-core Processors: Vectorization and Compression Techniques,"Al Hasib, Abdullah",,,,2018,,,,,,x,,,,,Paper has not been peer reviewed.
RMYM7LZV,"Energy efficient computing systems: Architectures, abstractions and modeling to techniques and standards","Muralidhar, Rajeev; Borovica-Gajic, Renata; Buyya, Rajkumar",arXiv preprint arXiv:2007.09976,,,2020,x,x,,x,,,,,,,Paper focuses on OS level energy efficiency techniques.
QRF2VWTV,Energy efficient data encryption techniques in smartphones,"Mujtaba, Ghulam; Tahir, Muhammad; Soomro, Muhammad Hanif",Wireless Personal Communications,,,2019,x,x,x,,,,,,,x,Paper proposes for applicaitons to use specific types of encryption algorithms to reduce energy consumption.
RR474VSX,Energy Efficient Deployment and Operation Strategies for Wireless Networking,"Kemp, Andrew Patrick",,,,2015,,,,,,x,,,,,Paper not peer reviewed.
SVUJGXL6,Energy efficient deployment techniques for wireless sensor networks,"Gond, Subodh Ku; Gupta, Nitin",International Journal of Advanced Research in Computer Science and Software Engineering,,,2012,,,,,,,,,x,,Paper not available.
QBUPBAI2,Energy efficient design techniques in next-generation wireless communication networks: emerging trends and future directions,"Ogbebor, Joshua Onyeka; Imoize, Agbotiname Lucky; Atayero, Aderemi Aaron-Anthony",Wireless Communications and Mobile Computing,,,2020,x,x,,x,,,,,,,Paper focuses on transport layer energy efficiency techniques.
CEU8RFSQ,Energy efficient methods and techniques for mobile computing,"Li, Keqiu; Nanya, Takashi; Qu, Wenyu","Third International Conference on Semantics, Knowledge and Grid (SKG 2007)",,,2007,x,x,,,,,,,,,Paper focuses on energy consumption techniques at the operating system level
3MXWU97J,Energy Efficient Multicast Tree Maintenance and Channel Assignment Techniques for Cognitive Radio Ad HOC Networks,"Viyyapu, Lokeshwari Vinya",,,,,,,,,,x,,,,,Paper is not peer reviewed.
F4Q44Z5D,Energy efficient scheduling strategies in Federated Grids,"Leal, Katia",Sustainable Computing: Informatics and Systems,,,2016,x,x,,x,,,,,,,"Paper focuses on scheduling algorithms for federated grids, not from the perspective of software engineers."
TSQNKEX2,Energy Efficient Software Development Techniques for Cloud based Applications,"Alsayyah, Aeshah A.; Ahmed, Shakeel",International Journal,,,2020,x,x,x,,,,,,,x,Paper proposes to add an additional phase called parameterized development phase to be incorporated along with the traditional Software Development Life cycle.
YJIS6GDJ,Energy Efficient Techniques In Virtualized Data Center: A Survey,"Jiyani, Ankita",,,,,x,x,,x,,,,,,,Paper focuses on VM migration and VM & Server Consolidation techniques from the perspective of a cloud provider.
VWFAL57B,Energy Efficient Techniques of Wireless Sensor Network: A,"Kaur, Ramandeep; Bhatia, Rekha",,,,,,,,,x,,,,,,Study is not the right format.
NQKFSMNY,Energy Efficient WSN using Smart Sampling and Reliable Routing Techniques-a Survey,"Veeresh, Vinutha CB; Kurian, M. Z.",National Conference,,,2016,x,x,,x,,,,,,,Paper proposes routing level energy efficiency techniques.
8C2SCWP9,Energy-aware adaptive techniques for information diffusion in ungoverned peer-to-peer networks,"Pagliari, Lorenzo; Mirandola, Raffaela; Perez-Palacin, Diego; Trubiani, Catia",2016 12th International ACM SIGSOFT Conference on Quality of Software Architectures (QoSA),,,2016,x,x,,x,,,,,,,"Paper focues on a message passing algorithm, not focused on application or utility software"
FXMQ239S,ENERGY-AWARE CLOUD COMPUTING TECHNIQUES TO MINIMIZE ENERGY CONSUMPTION ON CLOUD,"Shah, Himali; Gamit, Pradeep",,,,,x,x,?,x,,,,,,,"This paper proposes the implementation of a  Virtual Machine Image Constructor (VMIC) that inter-operates with several cloud providers. However, this paper focuses on the creation of the VMIC itself, which mainly deals with implementation details from the cloud providers. As such, there are no tactics given that a software developer can use to increase the energy efficiency of their software."
E8IB4X6M,Energy-efficient nature-inspired techniques in cloud computing datacenters,"Usman, Mohammed Joda; Ismail, Abdul Samad; Abdul-Salaam, Gaddafi; Chizari, Hassan; Kaiwartya, Omprakash; Gital, Abdulsalam Yau; Abdullahi, Muhammed; Aliyu, Ahmed; Dishing, Salihu Idi",Telecommunication Systems,,,2019,x,x,,x,,,,,,,Paper presents nature inspired energy efficiency techniques from a cloud provider perspective.
3UWVWTUH,Energy-efficient service allocation techniques in cloud: A survey,"Mishra, Sambit Kumar; Sahoo, Sampa; Sahoo, Bibhudatta; Jena, Sanjay Kumar",IETE Technical Review,,,2020,x,x,,x,,,,,,,Paper discussed how service allocation strategies have been used to optimize the energy consumption in cloud systems from the perspective of a cloud provider.
T6UNF7KE,Energy-efficient synchronization through program patterns,"Liu, Yu David",2012 First International Workshop on Green and Sustainable Software (GREENS),,,2012,x,x,,x,,,,,,,"Paper analyzes several thread synchronization patterns found in real world code and proposes a dvfs to improve the energy efficiency of each. Although the dvfs strategy is unique to multithreading patterns, it is implemented at the OS level."
FFALVF65,Engineering Methods and Tools for Energy-Efficient Industrial Robotics,"Gadaleta, Michele; Pellicciari, Marcello; Berselli, Giovanni; Tartarini, Paolo",,,,2018,,,,,,x,,,,,Paper is not peer reviewed.
TBVEP9MW,ENHANCING SECURED CLOUD SERVICES BY LOAD BALANCING & ENERGY EFFICIENCY TECHNIQUES,"Ujawane, Rohit V.; Dhote, Kanchan",,,,,x,x,,x,,,,,,,Paper focuses on load balancing techniques from the perspective of cloud data centers
VF4K8DTD,Enriching environmental software model interfaces through ontology-based tools,"Athanasiadis, Ioannis N.; Rizzoli, Andrea-Emilio; Donatelli, Marcello; Carlini, Laura",International Journal of Applied Systemic Studies,,,2011,,,,x,,,,,,,Not SE related based on title.
6ZSAWB2J,Environmental diversity techniques of software systems,"Dohi, Tadashi",International Conference on Future Generation Information Technology,,,2011,,,,x,,,,,,,Not energy efficiency related based on title.
EWELTWVL,Environmental informatics. Techniques and trends. Adjunct proceedings of the 32nd edition of the EnviroInfo-the long standing and established international and interdisciplinary conference series on leading environmental information and communication technologies,"Bungartz, Hans-Joachim; Kranzlmüller, Dieter; Weinberg, Volker; Weismüller, Jens; Wohlgemuth, Volker",,,,2018,,,,,x,,,,,,Editorial.
MH89AQZT,Environmental management information systems: New tools for measuring performance,"FitzGerald, Chris",Environmental Quality Management,,,1994,,,,x,,,,,,,Not SE related based on title.
V9TQDWDD,Environmental Management Strategies Elucidated by Case Studies and Linkage with Pollution Prevention Hierarchy,"Yohannes, Hamere",International Journal of Research in Environmental Science,,,2016,,,,x,,,,,,,Not SE related based on title.
GPHQC6LJ,"Environmental Modeling and Management using Free and Open Source Geospatial Tools Ari Jolma Aalto University School of Engineering, Espoo, Finland, ari. jolma@ tkk. fi Daniel P. Ames Geospatial Software Lab, Idaho State University, Idaho Falls, ID, USA, amesdani@ isu. edu","Horning, Ned; Mitasova, Helena; Neteler, Markus; Racicot, Aaron; Sutton, Tim",,,,,,,,x,,,,,,,Not SE related based on title.
JRTZZRR6,Environmental Sustainability Coding Techniques for Cloud Computing,"Ahmed, Shakeel",,,,,x,x,x,,,,,,,x,"Proposes using the Micosoft Visual Studio Code 2017 to profile applications and optimize ""hot spots"""
TEB2XNXB,Environmental testing techniques for software certification,"Karasik, Myron S.",IEEE Transactions on Software Engineering,,,1985,,,,x,,,,,,,Not energy-efficiency related based on abstract and conclusion.
EEXXDDKW,Evaluating and Forecasting Future Energy Consumption Patterns for a Sustainable Hotel Sector in Mauritius,"Bokhoree, Chandradeo; Balnac, Kailash; Mohee, Romeela",JOURNAL ofENVIRONMENTAL,,,2018,,,,x,,,,,,,Not SE related based on title.
GJ42YEVE,Evaluating Energy Efficiency of Buildings using Artificial Neural Networks and K-means Clustering Techniques,"Nazir, Ahsan; Wajahat, Ahsan; Akhtar, Faheem; Ullah, Faheem; Qureshi, Sirajuddin; Malik, Sher Afghan; Shakeel, Anum","2020 3rd International Conference on Computing, Mathematics and Engineering Technologies (iCoMET)",,,2020,,,,x,,,,,,,Not SE related based on title.
29SVIWB8,Evaluation and comparison of two CAD-integrated SLCA tools with dedicated LCA software to assist in early stage product development environmental evaluation.,"van der Bank, Jacobus Marthinus; Braet, Johan; Linders, Rob","Global Cleaner Production & Sustainable Consumption Conference: Accelerating the Transition to Equitable Post Fossil-Carbon Societies, 1-4 November, 2015, Barcelona, Spain",,,2015,,,,x,,,,,,,Not SE related based on title.
35DCT7ZX,Evaluation of air pollution modelling tools as environmental engineering courseware,"Souto González, J. A.; Bello Bugallo, P. M.; Casares Long, J. J.",Water Science and Technology,,,2004,,,,x,,,,,,,Not SE related based on title.
XK3DJEGW,"Evaluation of energy-efficient design strategies: Comparison of the thermal performance of energy-efficient office buildings in composite climate, India","Bano, Farheen; Sehgal, Vandana",Solar Energy,,,2018,,,,x,,,,,,,Not SE related based on title.
TSQWJ9J2,Evaluation of simulator tools and power-aware scheduling model for wireless sensor networks,"Chéour, Rym; Jmal, Mohamed Wassim; Kanoun, Olfa; Abid, Mohamed",IET Computers & Digital Techniques,,,2017,x,x,,x,,,,,,,Focuses on OS level optimizations of Wireless Networks
QNJNGYTQ,"Evaluation of spectral unmixing techniques using MODIS in a structurally complex savanna environment for retrieval of green vegetation, nonphotosynthetic vegetation, and soil fractional cover","Meyer, T.; Okin, G. S.",Remote Sensing of Environment,,,2015,,,,x,,,,,,,Not SE related based on title.
EZYT68BF,Evolving clustering algorithms for wireless sensor networks with various radiation patterns to reduce energy consumption,"Sheta, Alaa F.; Solaiman, Basma",2015 Science and Information Conference (SAI),,,2015,,,,x,,,,,,,Paper focuses on clustering techniques for WSNs. Not application layer related based on abstract.
HDXHZ3QE,Examining energy efficiency of vectorization techniques using a Gaussian elimination,"Jakobs, Thomas; Runger, Gudula",2018 International Conference on High Performance Computing & Simulation (HPCS),,,2018,,,,x,,,,,,,Focuses on on-chip SIMD hardware optimization to increase the energy efficiency of software. Not focused on application layer based on abstract.
EUGXAZQP,Exploring evolutionary search strategies to improve applications’ energy efficiency,"Manotas, Irene; Clause, James; Pollock, Lori",International Symposium on Search Based Software Engineering,,,2018,x,x,x,,,,,,,x,Proposes using evolutionary search strategies to find combinations of architectural decisions that help with energy consumption.
SNUYTJ6S,FMEA techniques used in environmental risk assessment,"Vazdani, Soghra; Sabzghabaei, G.; Dashti, Soolmaz; Cheraghi, Mitra; Alizadeh, Reza; Hemmati, Aazam",Environment & Ecosystem Science (EES),,,2017,,,,x,,,,,,,Not SE related based on title.
ZNSRG7S4,Framework of Software Design Patterns for Energy-Aware Embedded Systems.,"Schaarschmidt, Marco; Uelschen, Michael; Pulvermüller, Elke; Westerkamp, Clemens",ENASE,,,2020,x,x,x,x,,,,,,,Proposes pattern designs at the operating system level of embedded systems and falls outside the standard application range.
3H5CKKNJ,Free and open source geospatial tools for environmental modelling and management,"Jolma, Ari; Ames, Daniel P.; Horning, Ned; Mitasova, Helena; Neteler, Markus; Racicot, Aaron; Sutton, Tim",Developments in integrated environmental assessment,,,2008,,,,x,,,,,,,Not SE related by title.
TNH5VBZP,Generating community-built tools for data sharing and analysis in environmental networks,"Read, Jordan S.; Gries, Corinna; Read, Emily K.; Klug, Jennifer; Hanson, Paul; Hipsey, Matthew R.; Jennings, Eleanor; O’Reilly, Catherine M.; Winslow, Luke A.; Pierson, Don",Inland Waters,,,2016,,,,x,,,,,,,Not SE related by title.
8PTGN7UY,Global Environmental Assessment Requires Global Functional Searching Engines: Robust Application of TaToo Tools,"Kubásek, Miroslav; Hřebíček, Jiří; Kalina, Jiří; Dušek, Ladislav; Urbánek, Jaroslav; Holoubek, Ivan",International Symposium on Environmental Software Systems,,,2011,,,,x,,,,,,,Not SE related by title.
SRYTPGN6,"Green approach and strategies for wastewater treatment using bioelectrochemical systems: A critical review of fundamental concepts, applications, mechanism, and future trends","Al-Sahari, Mohammed; Al-Gheethi, Adel; Mohamed, Radin Maya Saphira Radin; Noman, Efaq; Naushad, M.; Rizuan, Mohd Baharudin; Vo, Dai-Viet N.; Ismail, Norli",Chemosphere,,,2021,,,,x,,,,,,,Not SE related by title.
H4ZSMRJX,Green architectural tactics for the cloud,"Procaccianti, Giuseppe; Lago, Patricia; Lewis, Grace A.",2014 IEEE/IFIP Conference on Software Architecture,,,2014,x,x,,,,,,x,,,Paper is written only from the perspective of data-centers. This paper is a duplicate of A Catalogue of Green Architectural Tactics for the Cloud published on the same year.
U7B8GB7Q,Green business process patterns,"Nowak, Alexander; Leymann, Frank; Schleicher, Daniel; Schumm, David; Wagner, Sebastian",Proceedings of the 18th conference on pattern languages of programs,,,2011,,,,x,,,,,,,Not SE related by title.
YBZBVBV7,Green computing strategies for improving energy efficiency in it systems,"John, Jacob",International Journal of Scientific Engineering and Technology,,,2014,x,x,,,,,,,,,"Proposes several tactics for programmers to achieve energy consumption optimization. However, the paper goes outside of application software by proposing hardware level techniques."
DQ7M7RC8,"Green Computing-Concepts, Techniques and Applications","Panda, Mrutyunjaya",CsI CommuNICAtIoNs,,,2012,,,,,x,,,,,,Book.
EY6DQBDL,Green energy harvesting strategies on edge-based urban computing in sustainable internet of things,"Lu, Man; Fu, Guifang; Osman, Nisreen Beshir; Konbr, Usama",Sustainable Cities and Society,,,2021,,,,x,,,,,,,Not application software focused based on title.
U7VF5KSZ,Green Information and Communications Technology Strategies,"Worthington, Tom; Stewart, Brian",,,,2014,,,,,,,,,x,,Paper not available.
8A8H7CNI,"Green Marketing Strategies, Sustainable Development, Benefits and Challenges and Constraints","Voon, Teo Yee; Yazdanifard, Rashad","Center for Southern New Hamphire University (SNHU) Programs, HELP College of Art and Technology. Retrieved from https://www. researchgate. net/publication/264992117",,,2014,,,,,,,,,x,,Paper not available.
XX5522G7,Green Patterns of User Interface Design: A Guideline for Sustainable Design Practices,"Nayak, Jitesh; Chandwadkar, Apurva",International Conference on Human-Computer Interaction,,,2021,x,x,x,,,,,,,x,Proposes energy efficiency tactics for the graphical interface.
QXDASUJZ,Green Space & Computing Techniques: ECO-Friendly ICT Initiative,"Kiruthika, K.; Parimala, R.",International Journal of Engineering Science,,,2017,,,,x,,,,,,,Paper does not proposes energy efficiency techniques at the application level.
6DW4BHX6,Green Supply Chain Management (GrSCM) implementation strategies in a globalized world,"Montshiwa, Abednico Lopang",ISPIM Innovation Symposium,,,2018,,,,x,,,,,,,Not SE related based on title.
BQCGDFL6,Green-T: Enabling techniques for energy efficient mobile terminals,"Antonopoulos, Angelos; Bas, Joan; Katz, Marcos; Lundqvist, Henrik; Moreira, Tiago; Ntontin, Konstantinos; Vázquez, Francisco; Zorba, Nizar",2012 IEEE 17th International Workshop on Computer Aided Modeling and Design of Communication Links and Networks (CAMAD),,,2012,,,,x,,,,,,,Not application software focused based on title.
INC4NDRH,Handheld computers as cognitive tools: Technology-enhanced environmental learning,"Chen, Wenli; Tan, Nicholas Yew Lee; Looi, Chee-Kit; Zhang, Baohui; Seow, Peter Sen Kee",Research and Practice in Technology Enhanced Learning,,,2008,,,,x,,,,,,,Not SE related based on title.
LE6283SQ,Health assessment of dams under various environmental conditions using structural health monitoring techniques: a state-of-art review,"Sivasuriyan, Arvindan; Vijayan, Dhanasingh Sivalinga; Munusami, Ravindiran; Devarajan, Parthiban",Environmental Science and Pollution Research,,,2021,,,,x,,,,,,,Not SE related based on title.
ZLRM3B4A,Hierarchical Energy Efficient Data Collection Routing Protocol for Heterogeneous WSN using Aggregation and Convergence Multi-hop-traffic Patterns,"Khawar, Aneeqa; Tahir, Hafsa; Niazi, Mahnoor",,,,2017,,,,x,,,,,,,"Paper proposes energy efficient routing protocol, based on title."
BMWTFVWN,How green are cloud patterns?,"Abtahizadeh, S. Amirhossein; Khomh, Foutse; Guéhéneuc, Yann-Gaël",2015 IEEE 34th International Performance Computing and Communications Conference (IPCCC),,,2015,x,x,x,,,,,,,x,Proposes cloud patterns that can be implemented by developers
XP8EQCNN,How to make environmental models better in supporting social learning? A critical review of promising tools,"De Kraker, Joop; Van der Wal, Merel",,,,2012,,,,x,,,,,,,Not SE related based on title.
39CWSSSL,Human-machine interface quality assessment techniques: Green and safety issues,"Kharchenko, Vyacheslav; Orekhova, Anastasiya; Orekhov, Alexandr",The 10th International Conference on Digital Technologies 2014,,,2014,,,,x,,,,,,,Not application software related based on title.
RGNNSIKV,"Hydrological, Environmental and Socio-Economic Modelling Tools for the Lower Mekong Basin Impact Assessment","Phase, WUPFIN",,,,,,,,x,,,,,,,Not SE related based on title.
SYS4GYGW,Identification of Electric Power Consumption Patterns in Relation to Standard Load Profiles,"Sinitsyna, Kseniia; Petrochenkov, Anton; Krause, Bernd",2019 IEEE International Conference on Computational Science and Engineering (CSE) and IEEE International Conference on Embedded and Ubiquitous Computing (EUC),,,2019,,,,x,,,,,,,Not SE related based on title.
7XSYBZAT,Identifying optimal clustering structures for residential energy consumption patterns using competency questions,"Toussaint, Wiebke; Moodley, Deshendran",Conference of the South African Institute of Computer Scientists and Information Technologists 2020,,,2020,,,,x,,,,,,,Not SE related based on title.
NL7B27RB,Identifying the Environmental Strategies in Construction Site for Malaysian Contractors in Johor,"Abidin, N. A. Z.; Ghani, A. H. A.; Mohammad, H.",IOP Conference Series: Earth and Environmental Science,,,2020,,,,x,,,,,,,Not SE related based on title.
XF889TQR,Implementation of e-science tools for complex analysis of human-environmental interaction.,"Lyon, Stephen M.; Sillitoe, Paul; Wilson, Robin",,,,2005,,,,x,,,,,,,Not SE related based on title.
7BKJDG4U,Implementation of in-season irrigation and nutrient tools for minimizing environmental impacts of citrus and sugarcane production,"Beck, Howard W.; Morgan, Kelly; Scholberg, Johannes; Grunwald, Sabine","Computers in Agriculture and Natural Resources, 23-25 July 2006, Orlando Florida",,,2006,,,,x,,,,,,,Not SE related based on title.
VRCS6LB4,Implementation of IOT Based System Using Image Processing Techniques To Monitor The Environmental Factors Influencing The Crop Growth,"Karthika, Ms K.; Manjula, Ms S.; Lakshmi, K.",emergence,,,,,,,x,,,,,,,Not SE related based on title.
ABVPVCYX,Implications of MODIS impression of aerosol loading over urban and rural settlements in Nigeria: Possible links to energy consumption patterns in the country,"Onyeuwaoma, Nnaemeka Dominic; Nwofor, Okechukwu Kelechi; Chineke, Theo Chidiezie; Eguaroje, Ezekiel Onoshi; Dike, Victor Nnamdi",Atmospheric Pollution Research,,,2015,,,,x,,,,,,,Not SE related based on title.
Y2U5KX8T,Improving a grid-based energy efficiency by using service sharing strategies,"Punantapong, Boonyong; Punantapong, Panit; Punantapong, Itthidech",Energy Procedia,,,2015,,,,x,,,,,,,Not SE related based on title.
KLR28KZG,Improving energy and resource efficiency of electric steelmaking through simulation tools and process data analyses,"Colla, V.; Matino, I.; Cirilli, F.; Jochler, G.; Kleimt, B.; Rosemann, H.; Unamuno, I.; Tosato, S.; Gussago, F.; Baragiola, S.",Matériaux & Techniques,,,2016,,,,x,,,,,,,Not SE related based on title.
2FYS8A86,Infrastructure and Tools for a European Environmental Information System–The Contribution through Reportnet,"Jensen, Stefan; Saarenmaa, Hannu; Martin, Jock","In: Pillmann, W.; Tochtermann, K.(Eds.): Environmental Communication in the Information Society, EnviroInfo Vienna",,,2002,,,,x,,,,,,,Not SE related based on title.
32GSKBH8,"InnoMetrics dashboard: the design, and implementation of the adaptable dashboard for energy-efficient applications using open source tools","Ergasheva, Shokhista; Ivanov, Vladimir; Khomyakov, Ilya; Kruglov, Artem; Strugar, Dragos; Succi, Giancarlo",IFIP International Conference on Open Source Systems,,,2020,,,,x,,,,,,,"Paper proposes the use of a standarized dashboard to monitor a business application's energy efficiency. However, this paper does not propose tactics to improve energy efficiency at the software level."
8LSJVICT,Innovative Data Capture and Presentation Techniques in Support of the EU Environmental Noise Directive,"O'Riain, Gearoid; McCarthy, Tim",,,,2009,,,,x,,,,,,,Not SE related based on title.
KTJDJA24,Innovative Road Map for Leveraging ICT Enabled Tools for Energy Efficiency–From Awareness to Adoption,"Ahuja, Neelu J.; Singh, Inder",2015 Second International Conference on Advances in Computing and Communication Engineering,,,2015,,,,x,,,,,,,Paper focuses on educating people on saving energy. Not SE related based on abstract.
NY4PQHTJ,Innovative techniques to reduce energy consumption of household refrigerators,"FANTINI, MARCELLO",,,,2013,,,,x,,,,,,,Not SE related based on title.
JSYTH66C,"Integrated Assessment Methodologies and Software Tools for Process Design: Economic, Environmental, Safety, and Decision Analyses","Shonnard, David R.; Rogers, Tony N.; Barna, Bruce A.; Crowl, Daniel A.; Oman, Eric J.; Radecki, Peter P.; Herlevich Jr, Jon A.; Parikh, Piyush B.",Process Design Tools for the Environment,,,2001,,,,x,,,,,,,Not SE related based on title.
